"gene","baseMean","log2FoldChange","lfcSE","pvalue","padj","regulation"
"FAM78A",289.654760412903,0.84734491035453,0.271122659795127,0.000552252462891769,0.00291917173400102,"NS"
"RAP2A",303.670467790953,0.915991406208958,0.297308100694775,0.000553758665228652,0.00292622097660727,"NS"
"EFNB2",154.290048176443,-0.876133215665432,0.283439182015537,0.000554571188647956,0.002929601368015,"NS"
"SIGLEC1",313.975749110007,0.942473959216656,0.308094742254877,0.00055496076063848,0.00293074604808209,"NS"
"TMEM56",69.5783239231527,-0.997795221366101,0.330920478289578,0.000556398787906363,0.00293742517987813,"NS"
"STYXL1",184.043414878369,0.794225694599979,0.251555028597797,0.000557921342831741,0.00294454626515681,"NS"
"CUL7",344.224718671268,0.708878528636076,0.22207094774255,0.000560330344903,0.00295633987139609,"NS"
"MSR1",283.510010282772,0.962255271921362,0.315884402309211,0.000560623104344909,0.00295696417699281,"NS"
"ADRBK2",182.780706602383,-0.896975227691343,0.292315713581389,0.000562009670673868,0.00296243406009434,"NS"
"GOLGA2",17172.6915998495,0.747585391585592,0.233546592776965,0.000561880699875061,0.00296243406009434,"NS"
"INSC",13.5374411558859,-1.8011962837543,0.682281803492766,0.000565121009347479,0.00297698301754458,"Down"
"HIST1H2AG",497.461440236586,0.887604305986001,0.287632347041628,0.000565010389032659,0.00297698301754458,"NS"
"SYNPO",542.186263628653,-0.855949708849693,0.276362873251974,0.000565492156218044,0.00297708789820133,"NS"
"AJAP1",32.9185125916113,-1.1705077740177,0.401914926209511,0.000565490280697447,0.00297708789820133,"Down"
"SMC4",382.594708448205,0.874381239214075,0.283032435636744,0.000566987437177617,0.00298403323037409,"NS"
"ERI3",626.940977357736,0.839533804693378,0.268859341901437,0.000568601599632864,0.00299159972593927,"NS"
"HNRNPDL",831.48268047488,-0.812911263976269,0.260642230283395,0.000569389454331625,0.00299481539864403,"NS"
"NDUFB5",374.981304134818,0.401789696716513,0.11940924029814,0.000571195684653439,0.00300294864408011,"NS"
"NFKBIE",216.449819719722,0.86132924765602,0.278643560318238,0.000571290076519488,0.00300294864408011,"NS"
"AC093802.1",62.0694901730436,-0.907919555082804,0.296340860707251,0.000572448867186546,0.00300810700450909,"NS"
"OR52B6",20.6762937944501,-1.28899753547571,0.452632477108016,0.000573365764860735,0.00301199146139423,"Down"
"LAG3",114.559531192864,1.02455903925477,0.34190439343927,0.000573803019915793,0.00301335464486137,"Up"
"KIR3DX1",245.543421562681,-1.03880181245448,0.348583091685148,0.000574583888021925,0.00301558701849773,"Down"
"PPP2R3B",608.189440320749,0.590574511680825,0.181235090959731,0.000574497850190358,0.00301558701849773,"NS"
"PDZD4",86.2076933324092,-0.956913873834155,0.315943064336382,0.000577842708610349,0.00303175165470834,"NS"
"AREG",285.492294943218,-1.50480426678764,0.549123992613062,0.000578495199301817,0.00303423595871423,"Down"
"TNFRSF19",403.908647276146,-0.861515163133047,0.279807085352594,0.000579161431896896,0.00303576102573284,"NS"
"PSTPIP1",357.97488878718,0.665222409758436,0.20631962161836,0.000579015008244075,0.00303576102573284,"NS"
"EDNRA",154.311067837112,-0.8187020735779,0.262926399288975,0.000579323201878583,0.00303576102573284,"NS"
"CP",313.090115012988,1.15189802143837,0.394335735304124,0.000581046829766478,0.00304385224295468,"Up"
"RBM43",79.4454788518613,-0.285420420327839,0.238102182378955,0.000581482244650135,0.00304519215672199,"NS"
"STX6",361.387162712212,0.675687568472174,0.210005974401555,0.000583334950216141,0.00305395122793824,"NS"
"ZNF608",209.259700744844,-0.711989777242837,0.224822424185504,0.00058475758541215,0.00306045402528767,"NS"
"RBM38",456.886929082133,0.955774910883964,0.31474075195438,0.000585000689161056,0.00306078138353649,"NS"
"TUBE1",147.7252042115,-0.742472675070393,0.234858130068915,0.000585660375283313,0.00306328746738745,"NS"
"ULK2",335.560375080138,-0.630536654111136,0.195282677949411,0.000588744035094975,0.00307846665111968,"NS"
"RP11-706O15.1",1159.79726903605,0.548094129993535,0.165329284806402,0.000591041969343522,0.00308952928285889,"NS"
"FAM110A",296.857039567285,0.760217254214183,0.241403191269788,0.000592675517149543,0.00309711324498121,"NS"
"VNN3",44.8199867765208,-1.45976635239032,0.530336506939888,0.000593367013076336,0.00309977121900464,"Down"
"GRK4",423.825087123027,-1.01982578128995,0.342172931815808,0.000594215615242672,0.0031019099142161,"Down"
"SCO2",543.280506695812,0.95765110626323,0.315291760767345,0.000593988843971098,0.0031019099142161,"NS"
"AL117190.3",45.7722565475496,-0.946014332857763,0.312491309367084,0.000594325354021584,0.0031019099142161,"NS"
"ADCK5",291.604918964599,1.08345732942258,0.367823241664546,0.000596053090455401,0.00310996983361033,"Up"
"DSCC1",78.2033284071671,1.00892116314848,0.337182128899588,0.000597262792888049,0.00311532272770406,"Up"
"IL1RAP",358.170176123141,-0.795369229730969,0.255252856124988,0.000597823518914241,0.00311728830902314,"NS"
"RRS1",192.124209557535,0.765440672717229,0.242585206864444,0.000599702640467587,0.00312516420571981,"NS"
"BHLHE22",17.3701587414561,-1.14511131872212,0.393849986921151,0.000599604099682228,0.00312516420571981,"Down"
"IPO9",542.343531824076,0.641597232909754,0.199154925209369,0.000601784965700441,0.0031350518557326,"NS"
"LMO4",682.599328268111,0.956004181921041,0.316465361759798,0.000602426158460338,0.00313646444662766,"NS"
"GNG12",192.227356915898,-0.797307666653801,0.256075127532913,0.000602414360247455,0.00313646444662766,"NS"
"NDN",135.301735337517,-0.887749683192734,0.290360811596386,0.000604565685158395,0.00314663724126654,"NS"
"MDH1",618.302401839467,0.667455215355099,0.206787882013508,0.000605896200091855,0.00315199274943319,"NS"
"PCDHB11",82.1016275890105,-0.966227058880042,0.321328663208913,0.000605966515479162,0.00315199274943319,"NS"
"AKR1C3",173.409323256074,-0.915371208139209,0.301673311227933,0.000606674928490721,0.00315470962815175,"NS"
"SLC35G6",35.671415621451,-1.13598348503025,0.390765611480143,0.000608997058868113,0.00316581359764865,"Down"
"BRINP2",20.6804350730125,-1.78630117172007,0.681809633920757,0.000609589663200473,0.0031679227377604,"Down"
"FAM172A",126.985525696535,-0.795252772697739,0.255367365571378,0.000610825063272906,0.00317337004983215,"NS"
"RILP",110.384273006235,-0.807486589338538,0.260674962231919,0.000611726078774484,0.00317707735520376,"NS"
"DPPA5",13.6445849840703,-2.08362301246932,0.824215385583927,0.000613749820399097,0.00318661162493277,"Down"
"BRAF",251.260724151146,-0.656938862647414,0.206096033145853,0.000614975188493508,0.00319199614064358,"NS"
"ZNF197",97.4073394919713,-0.529871695409446,0.161676318375037,0.000615493242161978,0.00319370720573304,"NS"
"GRIN2D",33.9292009457412,0.923036363274417,0.304224896275177,0.000618068025354342,0.00320433103014277,"NS"
"NAMPT",2074.87397082968,-1.00111958571882,0.336487640193641,0.000618296767319313,0.00320433103014277,"Down"
"E2F5",133.164409621298,0.621856194695618,0.192689346623878,0.000617854210534997,0.00320433103014277,"NS"
"RP11-403P17.5",18.5386764165578,-1.22049369344394,0.427401197077288,0.000618217863697115,0.00320433103014277,"Down"
"SCGB3A2",1079.5893543738,-0.791477525742516,0.256301702159395,0.000619352559183908,0.00320784130256206,"NS"
"SLC23A1",60.2603702993759,-1.15639627527502,0.400299401124744,0.000619282428179114,0.00320784130256206,"Down"
"KIAA1683",1031.39134350601,-0.880329748471017,0.290533587462765,0.000620550254050709,0.00321306289146842,"NS"
"ST8SIA2",23.6896049785442,-1.36327591509463,0.489803912690987,0.000620891818181086,0.0032138498020781,"Down"
"NUDT16L1",299.972575708407,0.90653731273055,0.297090682077305,0.000622752247982245,0.00322249575940019,"NS"
"KCNT1",32.359081188366,-1.04636737062912,0.354751693604479,0.000623055260495079,0.00322307988279298,"Down"
"PRKD1",158.878015516639,0.0317337698151519,0.198573663059767,0.000623309504357839,0.00322341144535512,"NS"
"SLC25A39",1320.57726175308,0.850351544270306,0.275073820454333,0.000624747784655888,0.00322945744885172,"NS"
"STON2",321.16236792266,-0.829992177165457,0.26913589855241,0.000625050135068576,0.00322945744885172,"NS"
"HIST1H4K",1197.88605875241,1.41779274551674,0.511466457142693,0.000624985159107302,0.00322945744885172,"Up"
"FAM89B",576.8038585758,0.968672049770021,0.321596819348166,0.000626230491047633,0.00323457016582556,"NS"
"ECSCR",299.198047271095,-1.11877227799448,0.385307265462284,0.000629221454029707,0.00324902896396942,"Down"
"FAM206A",86.4693185290989,-0.913037566194082,0.30194602426264,0.000629672821238216,0.00325036956931493,"NS"
"ZNF496",503.220917231806,0.578521015391899,0.178207345295881,0.000630634297469364,0.00325335137270257,"NS"
"PLEKHD1",214.952935381144,-1.41731221888469,0.515498706776519,0.000630489661348922,0.00325335137270257,"Down"
"PTGIS",395.19725020493,-0.77806658305704,0.249959201478394,0.000632387753967836,0.00326140468672429,"NS"
"AMH",127.04778513361,1.33313170901782,0.476198142137911,0.00063488611147474,0.00327329360149629,"Up"
"DENND4C",265.59348311885,-0.702667293576961,0.221833790158923,0.000638625196693673,0.00329157018374921,"NS"
"AHNAK",5678.36364765681,-0.863932596712542,0.284526687976472,0.000640766891911977,0.0033016049701191,"NS"
"CST6",633.893120938062,-2.1632504961724,0.873905026047228,0.000641351979264102,0.00330361554314344,"Down"
"RASD1",385.652572146296,-1.0650788158067,0.363787115640996,0.000642912338620392,0.00331064701223964,"Down"
"ART4",26.4774269305822,-1.20235653698913,0.421246790419323,0.000643946176023907,0.00331395736975023,"Down"
"SPAG17",33.8681978590781,-1.33314356093756,0.4788700879769,0.00064394216201041,0.00331395736975023,"Down"
"MLKL",244.781132839245,-0.680340262352874,0.214988086234387,0.000644276833555034,0.00331465277160089,"NS"
"RAPGEF2",492.750395297739,-0.886364472979729,0.291884454334861,0.000645879183490058,0.00332188832479474,"NS"
"TSPAN13",158.658389237965,0.861135129076219,0.280992660195319,0.000647018654114681,0.00332673952822325,"NS"
"PPIAL4G",37.7289312633494,-1.74813502604243,0.670476525551004,0.000648472211442299,0.00333320222206484,"Down"
"C16orf45",236.974781542418,-0.97153854455755,0.325845517004145,0.000648883494330315,0.00333430524276675,"NS"
"C1orf158",50.5852460136198,-1.13357452805864,0.392663659338189,0.000649203221786581,0.00333493727749276,"Down"
"ATP6V0A1",1041.1333323962,-0.432667993616274,0.130674803022921,0.000650137117485517,0.00333872293717494,"NS"
"TMEM123",1151.44537378508,0.885318901763842,0.29005127867566,0.000651238925811956,0.00334336834353855,"NS"
"ZNF407",176.919840212899,-0.659715841168891,0.207807550985326,0.000652725575249912,0.00334998605862444,"NS"
"SLC38A10",1283.88224060151,0.771863119042242,0.247961548230739,0.000655129772474207,0.00335927401784112,"NS"
"PDIA3",3208.93866338227,0.736064781503529,0.234060499978992,0.000654937004709157,0.00335927401784112,"NS"
"TRIM27",543.47737592345,0.575121060797574,0.177648022928683,0.000654986518330668,0.00335927401784112,"NS"
"EDA2R",46.5455905927221,-0.87335508790992,0.287134002255609,0.000657089691389892,0.00336830494358677,"NS"
"ZNF532",1220.20741729806,0.456929087008101,0.137292499523271,0.000657899017972939,0.00337143414530751,"NS"
"AC017081.1",5305.64160183789,-0.733186031844955,0.236523129149131,0.000659467430719665,0.00337845025251126,"NS"
"KCNB1",26.2252428818347,-1.18831920313992,0.41652524174693,0.000659918840148607,0.00337974144356471,"Down"
"BATF2",79.5724291657807,1.10328518707089,0.379716539867247,0.000662440456195132,0.00339163111247958,"Up"
"PIWIL1",57.4349612118456,-1.34579152925398,0.486757643849587,0.000668165846046116,0.00341991166128435,"Down"
"RAB9B",13.1435653165148,-1.12808046676674,0.391054867698292,0.000668730301399467,0.00342176760317651,"Down"
"GALNT5",27.6780914797942,-1.21453642731755,0.429299970580006,0.000669298722551597,0.00342364271113297,"Down"
"ARHGAP40",221.767412810196,-1.31923755180895,0.475475969684634,0.000670484046655405,0.00342867136015156,"Down"
"MUC16",177.27293707441,1.32357066698299,0.476097188131921,0.000671665502031495,0.00343264202304429,"Up"
"ARHGAP8",657.88991945573,0.758529509815772,0.243582138701004,0.000671655978488265,0.00343264202304429,"NS"
"AP1M2",385.888363877208,0.911434363817013,0.302714860750552,0.00067198614948208,0.00343324569198922,"NS"
"NPR2",130.879790253398,-0.844374165382003,0.276672681247819,0.000674367043714101,0.00344437183640899,"NS"
"MEN1",358.597917696598,0.59115063069601,0.183272735829266,0.000676832837706774,0.00345592477855579,"NS"
"DCSTAMP",47.3702623386734,-2.1240152272409,0.860729802791522,0.000680946436098557,0.0034758819586699,"Down"
"MRO",18.5011045291462,-1.54471424752291,0.578803921348496,0.000682582041304741,0.00348318204822335,"Down"
"CD33",96.8484369269436,-0.766581929012934,0.247677938774128,0.000691832871403252,0.0035293261619103,"NS"
"RWDD2A",49.6793078572011,-1.02653158613297,0.350720598930157,0.000693709506310785,0.00353783500330338,"Down"
"SEC62",440.616815007376,-0.822079361670437,0.269703146838737,0.000694335632646539,0.00353996320139072,"NS"
"C12orf56",38.2207443292392,-1.39940914133872,0.513674768606703,0.000695507462632914,0.00354487146919818,"Down"
"STK25",1853.0147313748,0.56671034974052,0.175016227526357,0.000696298261334444,0.00354783532495987,"NS"
"TNNT3",113.666773924022,-2.62267256717975,0.461661081369181,0.000698542478575914,0.00355820075024606,"Down"
"ELMSAN1",765.818980337698,-0.613028045737966,0.191655071296227,0.000698831905465512,0.00355860572587905,"NS"
"EIF4B",2746.13084776406,-0.586653970166995,0.185134045351813,0.000700249675005138,0.00356475450170784,"NS"
"CHD9",501.522210661754,-0.625283336271645,0.196498190569709,0.000701295665418798,0.00356900754133277,"NS"
"PIEZO1",2492.41194949899,0.769628087114752,0.248919416613079,0.000702409595668431,0.00357094887206838,"NS"
"PRPH",47.6137862851928,-1.34342256688511,0.488608685023605,0.000702730382091795,0.00357094887206838,"Down"
"ALDOA",9618.34045937545,0.873866412314115,0.286839583302804,0.000702349924671769,0.00357094887206838,"NS"
"ACOXL",36.3279443931602,-1.29333832944308,0.466205167961745,0.000702722602332455,0.00357094887206838,"Down"
"ZNF19",111.351083250807,-0.84947385174862,0.279759535498699,0.000702437166172526,0.00357094887206838,"NS"
"MAPK8IP2",115.181847998411,0.859910831349364,0.28321307350599,0.000704324061923471,0.00357797467717311,"NS"
"ITGA11",280.761615307626,0.964690221363258,0.324668464188461,0.000704730517581225,0.00357896696645803,"NS"
"CCDC103",27.49411602498,-1.4532381258123,0.539142123009819,0.000705284813302973,0.0035807092408242,"Down"
"SLC22A13",15.0522858478429,-1.3415325368932,0.487820224718146,0.000706189666616761,0.00358422970912794,"Down"
"AL360004.1",16.5948681840571,-1.34187338727538,0.487740099875837,0.000707032850939966,0.00358743516585881,"Down"
"C5orf58",38.5829346941836,-1.31328384624846,0.475850634605905,0.000707676869523757,0.00358962845367047,"Down"
"SPAG5",208.520690431822,0.961558065919294,0.323538147889622,0.000710000741903715,0.00360033879053299,"NS"
"TBX3",417.595655257075,-0.884054889078712,0.295260855135398,0.000710276908932994,0.00360066212925602,"NS"
"SESN1",201.894055094779,-0.77056602539609,0.249953240098232,0.000712021888619662,0.00360771220974952,"NS"
"AKR1E2",169.429246671873,1.02715779473225,0.351038023280535,0.000712093266506718,0.00360771220974952,"Up"
"SMYD3",316.087630018546,0.902246422230519,0.299903862771987,0.000713155463185391,0.00361201416549709,"NS"
"NEO1",610.715641076985,-0.60615307622608,0.190215877835257,0.000717386401006511,0.00363235790617156,"NS"
"TTC23L",14.430796674704,-1.31049354963501,0.474308946987773,0.000717631279624123,0.00363251282537716,"Down"
"CDH3",1186.77987198674,0.667715161470146,0.210257546641283,0.000720581595611327,0.00364635797277708,"NS"
"CDK18",419.085754587002,0.634293790227422,0.19967342462297,0.00072152934009548,0.00365006427135141,"NS"
"PRIMA1",64.2787588577937,-1.01070424075428,0.345801849238005,0.000725924821537308,0.00367120452705861,"Down"
"DDIT4L",28.2131938661135,-1.52329665498171,0.574439348178203,0.000726620951661705,0.00367362910008029,"Down"
"RP11-480I12.4",56.7570978377352,-1.11307727648055,0.389299590294356,0.00072815208906071,0.00368027257416731,"Down"
"TVP23A",78.7771522194802,-0.908447426937024,0.304480745644599,0.000729830491013421,0.00368765617992832,"NS"
"C1orf101",20.9857453845423,-1.1793591681193,0.417884519666528,0.000730179801045544,0.00368832180790348,"Down"
"BSPRY",237.147743048814,1.03143133673797,0.353449153175336,0.000731552414007944,0.00369415446001271,"Up"
"PHLDB2",368.801024465289,-0.854942848091393,0.283985495322457,0.000734434514229028,0.00370760389672736,"NS"
"CYB5D2",238.656429108015,-0.608888111952644,0.191605457787824,0.000737359623915546,0.00372126238303553,"NS"
"CCNF",228.559632991983,0.878063657529512,0.291891452009697,0.000737827081821162,0.00372251330090248,"NS"
"MAPK10",159.72764308628,-1.02602567873355,0.353073069515377,0.000740752377551266,0.00373616016193069,"Down"
"NAPRT1",845.673698861044,0.990836117813568,0.337160074576821,0.000741849670266528,0.00374058168065383,"NS"
"SLC24A5",16.4017413551318,-1.6323342692651,0.626720280738006,0.000743368463710526,0.00374712524437135,"Down"
"PDLIM4",948.301905122435,-1.03321656545321,0.356395479922526,0.000743900464193163,0.00374757820772734,"Down"
"COL4A5",281.25863807412,-0.92102959654332,0.31003297630089,0.00074370484209519,0.00374757820772734,"NS"
"CHRM5",22.6613647104855,-1.28715960310977,0.466673199947628,0.000744730747970303,0.00375064635757355,"Down"
"SMYD2",219.980223633106,0.773303682012761,0.251641714368572,0.000747178693880516,0.00376185720779997,"NS"
"PFKL",1540.68922951097,0.770982289569067,0.249840997462701,0.000749367339294747,0.00377175627545266,"NS"
"WDR52",154.740850586167,-0.810917318403412,0.266635477218699,0.000750059516650091,0.00377411959817523,"NS"
"MUTYH",657.408172204172,0.564790052032682,0.176584126934824,0.000750350815516138,0.00377446499247168,"NS"
"ARHGAP36",18.5884285326814,-3.96438394703223,0.821874255847726,0.000753204130800386,0.00378738712108705,"Down"
"CACNB3",385.279551812621,0.759318881180517,0.245431040559443,0.000753366527389424,0.00378738712108705,"NS"
"HSPA12B",146.967482871197,-0.779931651620211,0.255016145410122,0.000757465016993537,0.00380597277796707,"NS"
"ZNF672",401.996266979037,0.718693992308378,0.230935765409244,0.000757512514916287,0.00380597277796707,"NS"
"F2R",301.796733176151,-0.570333036387449,0.178719225380887,0.000761595068357839,0.00382535099223765,"NS"
"AMT",574.791474575232,-0.806930365829971,0.265618207003881,0.000762029040551463,0.00382639700693969,"NS"
"ASB16",140.904184732449,0.621501464858701,0.195858905403501,0.000762405587171582,0.00382715413495193,"NS"
"HELZ2",1096.21608584538,0.705856612310377,0.225272020131274,0.000763667871286641,0.0038312215904265,"NS"
"LY6E",4081.74053962622,1.02838466259899,0.352508534642787,0.00076355473517723,0.0038312215904265,"Up"
"CASP1",214.03132538867,-1.02122358173467,0.352354464860833,0.000764075903588514,0.00383213453184393,"Down"
"ARHGAP11A",101.649217261822,0.915259914364264,0.307866220383994,0.000771176785375996,0.00386660421937116,"NS"
"RLTPR",199.857796499059,0.830231376017712,0.274985907202513,0.000771538731770977,0.00386727515700225,"NS"
"SSC5D",346.464536577507,-0.797404325441755,0.262362755694182,0.000774467310036739,0.00388080692868543,"NS"
"PDE1C",166.746443219914,-1.11690076748799,0.393883612464912,0.000775092207285562,0.00388279051356526,"Down"
"GTF3A",559.413556573229,0.658180050100215,0.208689598500296,0.000776165091916004,0.0038870164366795,"NS"
"DCAF7",502.484308812342,0.506421822708868,0.157878249493634,0.000777829443599306,0.00389420104190651,"NS"
"CACNA1C",349.677877087299,-0.659216581221665,0.211066056490797,0.00077838345490169,0.00389582412975892,"NS"
"DLK1",113.297888494775,-0.868707772220117,0.654387436567422,0.000781524491157713,0.00391039054725666,"NS"
"PRPF3",957.314883586469,0.436854559655642,0.133888198505724,0.00078814932653627,0.00394237455988281,"NS"
"CXorf57",69.6409270844108,-1.14651582123774,0.407445863420355,0.000789655159092739,0.0039487416687139,"Down"
"ANO8",286.007245488027,0.668180777991899,0.213926793535492,0.000791186705129053,0.00395406751926524,"NS"
"CELA2B",22.9065076806346,-1.50168230509458,0.570036310855753,0.000791087000265335,0.00395406751926524,"Down"
"ATG2B",251.403485969428,-0.834114998573258,0.277348502536888,0.00079350313337571,0.00396447542498822,"NS"
"AUP1",1103.15799621617,0.818316076234701,0.270584233594986,0.000795175499457997,0.00397166030253741,"NS"
"SLC5A11",22.1011704535809,-1.66593200727635,0.65056013676621,0.000798106986358275,0.00398512802142724,"Down"
"RPH3AL",199.373228676922,-0.797175419706675,0.263457950091538,0.000799225611759425,0.00398953844833503,"NS"
"GOLGA3",863.465689643396,0.639364540490749,0.20358010667249,0.000801644343664775,0.00400043418127915,"NS"
"SLC39A3",385.262109280347,0.472371084095435,0.146462864082211,0.00080298693896932,0.00400595485268037,"NS"
"TBC1D8",815.70688885152,-0.630238545121684,0.201535662784095,0.000804131656023355,0.00401048538773402,"NS"
"BMPR1A",169.701132083774,-0.581124396449065,0.183309344475574,0.000804374607143977,0.00401051715891315,"NS"
"DENND5B",98.0985818642655,-0.151719685199827,0.171593529809262,0.000807579976648244,0.00402531483803029,"NS"
"SAMD13",57.2506303278353,1.11731934487275,0.395152602905642,0.000808861191946197,0.00403051585122632,"Up"
"AKT3",959.372478976366,-0.82623497808233,0.276598235341457,0.000809311463008368,0.00403157446985538,"NS"
"NFATC2IP",737.913478504058,0.608922415381429,0.191481364420621,0.000810209635513824,0.00403486302621338,"NS"
"PDGFB",298.693341212655,0.864722053366019,0.288549479511412,0.000813241167680484,0.00404877071204686,"NS"
"RPUSD3",518.226916329421,0.651690087147778,0.20774292935538,0.000815037149840364,0.00405523484133853,"NS"
"LRRC43",42.7704178122301,-1.37152387787177,0.511811581797814,0.000815257216805198,0.00405523484133853,"Down"
"NOMO2",426.841896698655,0.684074716643038,0.220176136399867,0.000815124481657822,0.00405523484133853,"NS"
"AVPR1A",75.308223205892,-0.887914662490202,0.299752350632794,0.000816126350247494,0.00405836723068217,"NS"
"PCNX",587.77850527564,-0.548257219833752,0.171943119771844,0.000817831589408162,0.00406565428259448,"NS"
"TNFRSF12A",1119.8991060453,1.04113230089751,0.361610458711577,0.000818182942238248,0.0040662085127009,"Up"
"DZIP3",69.5889331495515,-1.24585541313411,0.196532250767596,0.000818786700993906,0.00406801645816199,"Down"
"SMARCB1",657.393208571046,0.762553407706711,0.249795437671843,0.000819479575279557,0.004070265971327,"NS"
"F12",97.1284138326299,1.17368360488858,0.420951762822378,0.000820070481688015,0.00407200785166234,"Up"
"BCAN",70.0763009622872,-1.07476237131095,0.378218227434084,0.000821065596919455,0.0040757551973583,"Down"
"PSMB5",551.028972609737,0.787579220130401,0.260006988343235,0.000822830670292755,0.00408212628703623,"NS"
"YIPF6",1421.37695956032,-1.1806585621395,0.425191515581269,0.000822648396912135,0.00408212628703623,"Down"
"BRINP1",40.9499908764041,-1.46154938795432,0.554986030432307,0.000823667318571787,0.00408508144658541,"Down"
"YJEFN3",208.073140454777,0.687302059220897,0.221274537620965,0.000825473846840304,0.00409284371209033,"NS"
"ANKAR",81.8899407722016,-0.852648745530875,0.286016177810192,0.00082666565818054,0.00409635669028837,"NS"
"TMEM190",34.1724222602998,1.34308009145598,0.498140717556554,0.000826464419465663,0.00409635669028837,"Up"
"PRELID1",1135.05761161549,0.556600918564172,0.172799391488323,0.000828246640048409,0.00410299153772666,"NS"
"BEX4",104.071674732144,-0.904699468730855,0.307009475875004,0.000829720119805553,0.00410789003240179,"NS"
"AL354993.1",35.3622031129585,-1.97705115613633,0.813427804863335,0.000829569823115444,0.00410789003240179,"Down"
"TCF15",17.8098083173163,-1.63259376433867,0.63818661677024,0.000830565544924116,0.00411087507081857,"Down"
"PLCB3",311.189331046268,0.755483343794749,0.247681226271841,0.000831905316893642,0.00411630441680707,"NS"
"PCNXL3",680.271147721567,0.853081614464271,0.284414342329326,0.000835188097455868,0.00413134188155001,"NS"
"DOHH",207.188302623078,0.762253148470157,0.249679520708108,0.000836657208455583,0.00413473024502511,"NS"
"IRGQ",537.312484879881,0.454585422125489,0.14048625922552,0.000836144526019412,0.00413473024502511,"NS"
"CPNE7",172.307490803898,1.07037626539057,0.375527036398355,0.000836848718185532,0.00413473024502511,"Up"
"ZNF44",206.446644596679,-0.467970019300108,0.145011620722725,0.000836504179191483,0.00413473024502511,"NS"
"FHIT",114.61381401164,-0.643445252011195,0.2069074805323,0.000840003533256375,0.00414910836123603,"NS"
"ZFP30",385.759935928622,1.87824280679701,0.238887211081225,0.000842084916836599,0.004157254405582,"Up"
"NELFB",460.687051592233,0.765965254097775,0.251221432460926,0.000842143206038731,0.004157254405582,"NS"
"AGBL2",78.7549324933833,-0.982615924852626,0.339847825056911,0.000843645176539684,0.004163456486958,"NS"
"HMOX2",487.917486384525,0.596112968393231,0.188655689024287,0.000844099704894518,0.00416448725185445,"NS"
"CASP9",155.876674389819,-0.731991979739477,0.23947936202427,0.000844957230034827,0.00416750508104463,"NS"
"KRT7",5623.7007230691,1.01797838568943,0.355457241810906,0.000845787318957084,0.00417038587287972,"Up"
"CCDC74B",102.49022670243,-1.03279512754172,0.361325229270592,0.000846683652241794,0.00417359153032943,"Down"
"MPC2",314.935990007274,0.680957811641209,0.219881317525939,0.000847458544956217,0.00417534084110086,"NS"
"P2RY6",169.078772145798,0.963276863657829,0.331382072911154,0.000847531136988441,0.00417534084110086,"NS"
"TMEM14B",527.921863923983,0.473219079005063,0.146777129791704,0.000848696041157806,0.00417986498829376,"NS"
"MCPH1",168.574365227359,-0.710695749483507,0.231611697145931,0.000853747003148523,0.00420351995276612,"NS"
"PRKCSH",2757.95084438791,0.636222513090795,0.202004268331901,0.000854535414264077,0.00420524456437401,"NS"
"OR9A2",20.079368896034,-1.6860590471345,0.667774657887388,0.000854619819924804,0.00420524456437401,"Down"
"ZNF785",325.119873446795,0.55496606639314,0.175077454304598,0.0008548414799925,0.00420524456437401,"NS"
"MYH10",400.697641278176,-0.639640314718671,0.207005229810698,0.000861275207070762,0.00423566501603237,"NS"
"LYSMD3",48.4794669464188,-0.899008046592546,0.305993967313571,0.00086405682852435,0.00424811234255939,"NS"
"SLC25A53",112.508162383608,-0.686039666777706,0.222193501209176,0.000865709249922325,0.00425500237885858,"NS"
"GOLPH3",808.325619907912,0.673753397272215,0.218214758817877,0.000866577753179182,0.00425803654257783,"NS"
"RNF183",32.740658725113,-1.41143687179933,0.535107906475029,0.000869740447805621,0.00427233847325439,"Down"
"TMEM161A",416.350887137367,0.729914677042409,0.237742841902094,0.000870681249628271,0.00427572089910152,"NS"
"IRGM",19.3753127092431,-1.29696231689002,0.480709270404362,0.000874040782042663,0.00429097577097806,"Down"
"RPGR",111.924932122763,-0.975445901204629,0.338225036598175,0.000874750797589509,0.00429321815887011,"NS"
"MANSC1",182.610059605583,0.741478219914254,0.242604464925012,0.000875256167063201,0.00429445515023311,"NS"
"HOXA1",15.9562754078521,-1.21380820043029,0.442611630981802,0.000875542552946236,0.00429461729095619,"Down"
"SOD3",726.264509800121,-0.912852635498785,0.314515050250398,0.000880661223829834,0.00431722645065453,"NS"
"FOXK1",1159.14030504423,-0.79294961761901,0.266712299221055,0.00088046041891829,0.00431722645065453,"NS"
"KLK2",300.602809961399,-1.26291687205942,0.466470418557992,0.000881993867171966,0.00432250940627325,"Down"
"MTCH2",489.584896284855,0.815801946665102,0.273171766661204,0.000886848904664952,0.0043450470034336,"NS"
"KPNA6",354.554567415222,0.366750552343828,0.11270085144523,0.000889040656964364,0.00435452678903782,"NS"
"FTL",19587.1487326017,0.944407357147201,0.318009921992987,0.000892946969271083,0.00437239659823322,"NS"
"CD2",84.9238261475064,1.09371086454716,0.389024808841353,0.000893803878910606,0.00437406563374498,"Up"
"RBBP8NL",63.8170599914335,0.893141256945825,0.304147166462,0.000893723617206108,0.00437406563374498,"NS"
